PLAYER,TEAM,DATE,MATCHUP,W/L,MIN,PTS,+/-
Pau Gasol,CHI,01/12/2016,CHI @ MIL,L,36,10,3
Steven Adams,OKC,01/12/2016,OKC @ MIN,W,28,8,11
Jordan Hill,IND,01/12/2016,IND vs. PHX,W,20,8,1
Kyle O'Quinn,NYK,01/12/2016,NYK vs. BOS,W,2,0,3
Joel Anthony,DET,01/12/2016,DET vs. SAS,L,1,2,-2
Russell Westbrook,OKC,01/12/2016,OKC @ MIN,W,33,22,11
James Ennis III,MEM,01/12/2016,MEM vs. HOU,L,2,2,-3
Boris Diaw,SAS,01/12/2016,SAS @ DET,W,26,12,2
LeBron James,CLE,01/12/2016,CLE @ DAL,W,42,27,2
Kobe Bryant,LAL,01/12/2016,LAL vs. NOP,W,16,7,-6
Derrick Williams,NYK,01/12/2016,NYK vs. BOS,W,29,15,7
Evan Turner,BOS,01/12/2016,BOS @ NYK,L,28,7,-2
Aaron Brooks,CHI,01/12/2016,CHI @ MIL,L,17,9,3
Nick Collison,OKC,01/12/2016,OKC @ MIN,W,10,0,-4
Larry Nance Jr.,LAL,01/12/2016,LAL vs. NOP,W,31,8,6
Kentavious Caldwell-Pope,DET,01/12/2016,DET vs. SAS,L,43,25,-6
Marc Gasol,MEM,01/12/2016,MEM vs. HOU,L,40,20,-11
Jabari Parker,MIL,01/12/2016,MIL vs. CHI,W,27,16,7
Zach Randolph,MEM,01/12/2016,MEM vs. HOU,L,33,10,-9
Timofey Mozgov,CLE,01/12/2016,CLE @ DAL,W,21,10,18
Devin Harris,DAL,01/12/2016,DAL vs. CLE,L,19,5,-19
Andre Roberson,OKC,01/12/2016,OKC @ MIN,W,18,4,6
TJ Warren,PHX,01/12/2016,PHX @ IND,L,32,10,-11
Jordan Clarkson,LAL,01/12/2016,LAL vs. NOP,W,37,18,7
Reggie Jackson,DET,01/12/2016,DET vs. SAS,L,31,10,-6
D'Angelo Russell,LAL,01/12/2016,LAL vs. NOP,W,24,13,-1
Jason Terry,HOU,01/12/2016,HOU @ MEM,W,19,3,8
Devin Booker,PHX,01/12/2016,PHX @ IND,L,29,19,-10
Tristan Thompson,CLE,01/12/2016,CLE @ DAL,W,23,2,-19
Sonny Weems,PHX,01/12/2016,PHX @ IND,L,2,2,0
Jonas Jerebko,BOS,01/12/2016,BOS @ NYK,L,24,6,5
Iman Shumpert,CLE,01/12/2016,CLE @ DAL,W,23,10,-5
Patty Mills,SAS,01/12/2016,SAS @ DET,W,16,2,3
Carmelo Anthony,NYK,01/12/2016,NYK vs. BOS,W,18,17,10
Trevor Ariza,HOU,01/12/2016,HOU @ MEM,W,30,10,3
Solomon Hill,IND,01/12/2016,IND vs. PHX,W,3,2,4
Dirk Nowitzki,DAL,01/12/2016,DAL vs. CLE,L,38,17,7
Ricky Rubio,MIN,01/12/2016,MIN vs. OKC,L,21,3,-11
Vince Carter,MEM,01/12/2016,MEM vs. HOU,L,20,10,-13
Ersan Ilyasova,DET,01/12/2016,DET vs. SAS,L,26,6,-15
J.J. Barea,DAL,01/12/2016,DAL vs. CLE,L,12,7,-4
Julius Randle,LAL,01/12/2016,LAL vs. NOP,W,25,7,2
Danny Green,SAS,01/12/2016,SAS @ DET,W,27,6,2
Glenn Robinson III,IND,01/12/2016,IND vs. PHX,W,19,2,-6
Kevin Durant,OKC,01/12/2016,OKC @ MIN,W,36,30,6
Chase Budinger,IND,01/12/2016,IND vs. PHX,W,13,6,-11
Luke Babbitt,NOP,01/12/2016,NOP @ LAL,L,5,0,-1
Rashad Vaughn,MIL,01/12/2016,MIL vs. CHI,W,16,4,-5
Marcus Smart,BOS,01/12/2016,BOS @ NYK,L,25,6,2
Giannis Antetokounmpo,MIL,01/13/2016,MIL @ WAS,L,41,19,-1
Andrea Bargnani,BKN,01/13/2016,BKN vs. NYK,W,14,4,-14
Anthony Davis,NOP,01/13/2016,NOP @ SAC,W,37,24,2
Will Barton,DEN,01/13/2016,DEN vs. GSW,W,26,21,-2
Randy Foye,DEN,01/13/2016,DEN vs. GSW,W,6,0,-4
Stephen Curry,GSW,01/13/2016,GSW @ DEN,L,40,38,-4
Garrett Temple,WAS,01/13/2016,WAS vs. MIL,W,32,11,-11
Isaiah Thomas,BOS,01/13/2016,BOS vs. IND,W,35,28,11
Aaron Harrison,CHA,01/13/2016,CHA vs. ATL,W,5,0,-12
Justin Anderson,DAL,01/13/2016,DAL @ OKC,L,27,5,-2
Marcus Thornton,HOU,01/13/2016,HOU vs. MIN,W,13,9,10
Tiago Splitter,ATL,01/13/2016,ATL @ CHA,L,18,4,-8
Darrell Arthur,DEN,01/13/2016,DEN vs. GSW,W,26,18,11
Marco Belinelli,SAC,01/13/2016,SAC vs. NOP,L,19,2,-10
Steven Adams,OKC,01/13/2016,OKC vs. DAL,W,24,6,19
Jared Dudley,WAS,01/13/2016,WAS vs. MIL,W,32,13,-3
Paul Millsap,ATL,01/13/2016,ATL @ CHA,L,27,20,-16
Willie Reed,BKN,01/13/2016,BKN vs. NYK,W,6,2,6
JaVale McGee,DAL,01/13/2016,DAL @ OKC,L,15,10,-11
Jameer Nelson,DEN,01/13/2016,DEN vs. GSW,W,32,3,-3
Raul Neto,UTA,01/13/2016,UTA @ POR,L,26,4,-9
Robin Lopez,NYK,01/13/2016,NYK @ BKN,L,31,9,-14
Klay Thompson,GSW,01/13/2016,GSW @ DEN,L,37,17,4
Jeff Withey,UTA,01/13/2016,UTA @ POR,L,21,2,3
J.J. Barea,DAL,01/13/2016,DAL @ OKC,L,31,18,-20
Cole Aldrich,LAC,01/13/2016,LAC vs. MIA,W,24,19,10
Paul George,IND,01/13/2016,IND @ BOS,L,37,23,-7
Tyreke Evans,NOP,01/13/2016,NOP @ SAC,W,7,0,5
Ed Davis,POR,01/13/2016,POR vs. UTA,W,24,2,7
Mike Scott,ATL,01/13/2016,ATL @ CHA,L,18,8,2
Marvin Williams,CHA,01/13/2016,CHA vs. ATL,W,19,8,28
Allen Crabbe,POR,01/13/2016,POR vs. UTA,W,21,11,10
Russell Westbrook,OKC,01/13/2016,OKC vs. DAL,W,15,0,20
Gerald Henderson,POR,01/13/2016,POR vs. UTA,W,16,12,0
Marcus Smart,BOS,01/13/2016,BOS vs. IND,W,31,5,5
Trevor Booker,UTA,01/13/2016,UTA @ POR,L,25,7,-12
Rudy Gobert,UTA,01/13/2016,UTA @ POR,L,24,3,-10
Meyers Leonard,POR,01/13/2016,POR vs. UTA,W,26,12,9
Brandon Rush,GSW,01/13/2016,GSW @ DEN,L,19,4,8
CJ McCollum,POR,01/13/2016,POR vs. UTA,W,34,15,16
Mike Miller,DEN,01/13/2016,DEN vs. GSW,W,4,0,-3
Kevin Durant,OKC,01/13/2016,OKC vs. DAL,W,33,29,21
Ramon Sessions,WAS,01/13/2016,WAS vs. MIL,W,22,15,20
Omri Casspi,SAC,01/13/2016,SAC vs. NOP,L,29,7,-4
Jabari Parker,MIL,01/13/2016,MIL @ WAS,L,32,22,-17
Lance Stephenson,LAC,01/13/2016,LAC vs. MIA,W,6,2,-4
Nemanja Bjelica,MIN,01/13/2016,MIN @ HOU,L,19,6,-11
Sasha Vujacic,NYK,01/13/2016,NYK @ BKN,L,3,0,8
Jason Thompson,GSW,01/13/2016,GSW @ DEN,L,13,4,3
Dante Cunningham,NOP,01/13/2016,NOP @ SAC,W,23,6,10
Mason Plumlee,POR,01/13/2016,POR vs. UTA,W,20,6,7
DeJuan Blair,WAS,01/13/2016,WAS vs. MIL,W,5,2,-13
Mike Muscala,ATL,01/13/2016,ATL @ CHA,L,9,4,2
Pat Connaughton,POR,01/13/2016,POR vs. UTA,W,3,0,-3
Myles Turner,IND,01/13/2016,IND @ BOS,L,10,9,1
Kent Bazemore,ATL,01/13/2016,ATL @ CHA,L,25,9,-2
Andrew Wiggins,MIN,01/13/2016,MIN @ HOU,L,36,28,10
Shabazz Muhammad,MIN,01/13/2016,MIN @ HOU,L,16,2,-15
O.J. Mayo,MIL,01/13/2016,MIL @ WAS,L,12,2,-5
Rashad Vaughn,MIL,01/13/2016,MIL @ WAS,L,24,2,5
Lance Thomas,NYK,01/13/2016,NYK @ BKN,L,28,6,-18
Darren Collison,SAC,01/13/2016,SAC vs. NOP,L,29,10,-9
Kyle Singler,OKC,01/13/2016,OKC vs. DAL,W,20,5,-7
Chris Kaman,POR,01/13/2016,POR vs. UTA,W,2,2,-2
Gorgui Dieng,MIN,01/13/2016,MIN @ HOU,L,25,9,-11
Ricky Rubio,MIN,01/13/2016,MIN @ HOU,L,33,9,14
Kevin Martin,MIN,01/13/2016,MIN @ HOU,L,29,22,-8
Josh Richardson,MIA,01/13/2016,MIA @ LAC,L,3,2,2
Otto Porter Jr.,WAS,01/13/2016,WAS vs. MIL,W,21,10,11
Pablo Prigioni,LAC,01/13/2016,LAC vs. MIA,W,15,2,3
Monta Ellis,IND,01/13/2016,IND @ BOS,L,35,12,-11
Jamal Crawford,LAC,01/13/2016,LAC vs. MIA,W,26,15,4
Jae Crowder,BOS,01/13/2016,BOS vs. IND,W,36,25,14
Dennis Schroder,ATL,01/13/2016,ATL @ CHA,L,26,6,-7
Marreese Speights,GSW,01/13/2016,GSW @ DEN,L,6,1,0
CJ Miles,IND,01/13/2016,IND @ BOS,L,30,8,-4
John Jenkins,DAL,01/13/2016,DAL @ OKC,L,23,8,-3
Jeremy Lamb,CHA,01/13/2016,CHA vs. ATL,W,14,6,-2
Brook Lopez,BKN,01/13/2016,BKN vs. NYK,W,30,20,17
Al-Farouq Aminu,POR,01/13/2016,POR vs. UTA,W,27,10,10
Andre Iguodala,GSW,01/13/2016,GSW @ DEN,L,32,4,-1
Josh Smith,LAC,01/13/2016,LAC vs. MIA,W,20,9,2
Salah Mejri,DAL,01/13/2016,DAL @ OKC,L,25,17,-3
Hassan Whiteside,MIA,01/13/2016,MIA @ LAC,L,27,10,-3
Lavoy Allen,IND,01/13/2016,IND @ BOS,L,18,0,-7
Kemba Walker,CHA,01/13/2016,CHA vs. ATL,W,26,23,34
James Harden,HOU,01/13/2016,HOU vs. MIN,W,35,27,-7
Cameron Payne,OKC,01/13/2016,OKC vs. DAL,W,25,10,5
Ty Lawson,HOU,01/13/2016,HOU vs. MIN,W,22,6,5
Al Horford,ATL,01/13/2016,ATL @ CHA,L,28,2,-30
Dwight Howard,HOU,01/13/2016,HOU vs. MIN,W,36,15,-3
Beno Udrih,MIA,01/13/2016,MIA @ LAC,L,28,8,-27
Rajon Rondo,SAC,01/13/2016,SAC vs. NOP,L,30,17,-17
Jeremy Lin,CHA,01/13/2016,CHA vs. ATL,W,27,19,14
Trey Lyles,UTA,01/13/2016,UTA @ POR,L,26,16,-9
Joe Ingles,UTA,01/13/2016,UTA @ POR,L,16,0,-8
Jose Calderon,NYK,01/13/2016,NYK @ BKN,L,29,16,-11
Chris Paul,LAC,01/13/2016,LAC vs. MIA,W,30,15,14
Karl-Anthony Towns,MIN,01/13/2016,MIN @ HOU,L,33,12,13
Tyler Johnson,MIA,01/13/2016,MIA @ LAC,L,29,8,6
Jeff Teague,ATL,01/13/2016,ATL @ CHA,L,21,9,-26
Zach LaVine,MIN,01/13/2016,MIN @ HOU,L,15,2,-17
Jared Sullinger,BOS,01/13/2016,BOS vs. IND,W,20,4,10
Joe Johnson,BKN,01/13/2016,BKN vs. NYK,W,39,14,12
Ian Mahinmi,IND,01/13/2016,IND @ BOS,L,22,10,-12
Derrick Williams,NYK,01/13/2016,NYK @ BKN,L,32,31,8
JJ Redick,LAC,01/13/2016,LAC vs. MIA,W,25,12,18
Tim Frazier,POR,01/13/2016,POR vs. UTA,W,3,0,-3
Damian Lillard,POR,01/13/2016,POR vs. UTA,W,29,21,11
Devin Harris,DAL,01/13/2016,DAL @ OKC,L,9,2,-5
Donald Sloan,BKN,01/13/2016,BKN vs. NYK,W,23,8,8
Jeremy Evans,DAL,01/13/2016,DAL @ OKC,L,31,0,-10
Arron Afflalo,NYK,01/13/2016,NYK @ BKN,L,36,18,-8
Jusuf Nurkic,DEN,01/13/2016,DEN vs. GSW,W,15,8,0
Kosta Koufos,SAC,01/13/2016,SAC vs. NOP,L,19,9,-8
Wesley Johnson,LAC,01/13/2016,LAC vs. MIA,W,22,5,-1
Justin Holiday,ATL,01/13/2016,ATL @ CHA,L,17,4,-14
Leandro Barbosa,GSW,01/13/2016,GSW @ DEN,L,9,5,0
Emmanuel Mudiay,DEN,01/13/2016,DEN vs. GSW,W,17,4,-1
Kelly Oubre Jr.,WAS,01/13/2016,WAS vs. MIL,W,9,5,9
Dwight Powell,DAL,01/13/2016,DAL @ OKC,L,32,8,-15
John Wall,WAS,01/13/2016,WAS vs. MIL,W,37,19,-9
Tyler Hansbrough,CHA,01/13/2016,CHA vs. ATL,W,6,3,-11
Gerald Green,MIA,01/13/2016,MIA @ LAC,L,33,19,-5
Kyle Korver,ATL,01/13/2016,ATL @ CHA,L,23,7,-24
Rodney Hood,UTA,01/13/2016,UTA @ POR,L,32,19,-6
Sergey Karasev,BKN,01/13/2016,BKN vs. NYK,W,9,0,-5
Thomas Robinson,BKN,01/13/2016,BKN vs. NYK,W,7,2,-17
Thaddeus Young,BKN,01/13/2016,BKN vs. NYK,W,39,19,23
PJ Hairston,CHA,01/13/2016,CHA vs. ATL,W,26,5,18
Andrew Bogut,GSW,01/13/2016,GSW @ DEN,L,32,15,-2
Spencer Hawes,CHA,01/13/2016,CHA vs. ATL,W,15,3,14
Andre Roberson,OKC,01/13/2016,OKC vs. DAL,W,27,9,17
Greg Monroe,MIL,01/13/2016,MIL @ WAS,L,31,21,0
George Hill,IND,01/13/2016,IND @ BOS,L,39,13,-17
Eric Gordon,NOP,01/13/2016,NOP @ SAC,W,43,24,20
Shelvin Mack,ATL,01/13/2016,ATL @ CHA,L,9,8,2
Austin Rivers,LAC,01/13/2016,LAC vs. MIA,W,23,8,-2
Paul Pierce,LAC,01/13/2016,LAC vs. MIA,W,22,15,14
Corey Brewer,HOU,01/13/2016,HOU vs. MIN,W,15,7,10
Jrue Holiday,NOP,01/13/2016,NOP @ SAC,W,27,6,8
Alonzo Gee,NOP,01/13/2016,NOP @ SAC,W,18,5,7
Gary Neal,WAS,01/13/2016,WAS vs. MIL,W,6,3,5
Troy Daniels,CHA,01/13/2016,CHA vs. ATL,W,14,5,-3
Trevor Ariza,HOU,01/13/2016,HOU vs. MIN,W,33,10,-6
Clint Capela,HOU,01/13/2016,HOU vs. MIN,W,26,7,-4
Shaun Livingston,GSW,01/13/2016,GSW @ DEN,L,16,0,-6
Kelly Olynyk,BOS,01/13/2016,BOS vs. IND,W,15,11,-12
Wayne Ellington,BKN,01/13/2016,BKN vs. NYK,W,26,10,4
Dwyane Wade,MIA,01/13/2016,MIA @ LAC,L,30,16,-9
Udonis Haslem,MIA,01/13/2016,MIA @ LAC,L,3,2,3
Maurice Harkless,POR,01/13/2016,POR vs. UTA,W,15,4,7
Harrison Barnes,GSW,01/13/2016,GSW @ DEN,L,31,18,-4
Frank Kaminsky,CHA,01/13/2016,CHA vs. ATL,W,29,6,-5
Festus Ezeli,GSW,01/13/2016,GSW @ DEN,L,7,4,-8
Gary Harris,DEN,01/13/2016,DEN vs. GSW,W,39,19,-1
Johnny O'Bryant III,MIL,01/13/2016,MIL @ WAS,L,15,2,-5
Mitch McGary,OKC,01/13/2016,OKC vs. DAL,W,4,1,-6
Luol Deng,MIA,01/13/2016,MIA @ LAC,L,32,7,-13
Justise Winslow,MIA,01/13/2016,MIA @ LAC,L,19,4,-3
Shane Larkin,BKN,01/13/2016,BKN vs. NYK,W,25,17,-2
Alexis Ajinca,NOP,01/13/2016,NOP @ SAC,W,10,0,9
Seth Curry,SAC,01/13/2016,SAC vs. NOP,L,14,4,10
Chris Johnson,UTA,01/13/2016,UTA @ POR,L,8,0,-2
Jordan Hill,IND,01/13/2016,IND @ BOS,L,15,10,4
Kristaps Porzingis,NYK,01/13/2016,NYK @ BKN,L,37,12,-3
Raymond Felton,DAL,01/13/2016,DAL @ OKC,L,33,14,-14
Terrence Jones,HOU,01/13/2016,HOU vs. MIN,W,34,16,13
Nikola Jokic,DEN,01/13/2016,DEN vs. GSW,W,16,6,13
Luc Mbah a Moute,LAC,01/13/2016,LAC vs. MIA,W,24,2,15
Danilo Gallinari,DEN,01/13/2016,DEN vs. GSW,W,38,28,1
Evan Turner,BOS,01/13/2016,BOS vs. IND,W,20,0,-12
Drew Gooden,WAS,01/13/2016,WAS vs. MIL,W,27,5,9
Serge Ibaka,OKC,01/13/2016,OKC vs. DAL,W,31,20,24
Charlie Villanueva,DAL,01/13/2016,DAL @ OKC,L,14,7,-12
Gordon Hayward,UTA,01/13/2016,UTA @ POR,L,33,19,-11
CJ Wilcox,LAC,01/13/2016,LAC vs. MIA,W,3,0,-3
Willie Cauley-Stein,SAC,01/13/2016,SAC vs. NOP,L,16,2,14
Jerian Grant,NYK,01/13/2016,NYK @ BKN,L,21,6,1
Chase Budinger,IND,01/13/2016,IND @ BOS,L,20,4,6
Norris Cole,NOP,01/13/2016,NOP @ SAC,W,26,18,-14
Rudy Gay,SAC,01/13/2016,SAC vs. NOP,L,33,12,-19
Langston Galloway,NYK,01/13/2016,NYK @ BKN,L,23,6,7
Chris Bosh,MIA,01/13/2016,MIA @ LAC,L,33,11,-24
Chris Andersen,MIA,01/13/2016,MIA @ LAC,L,3,3,3
Cody Zeller,CHA,01/13/2016,CHA vs. ATL,W,27,19,20
DeMarcus Cousins,SAC,01/13/2016,SAC vs. NOP,L,37,32,-11
Anthony Morrow,OKC,01/13/2016,OKC vs. DAL,W,13,6,5
Kenneth Faried,DEN,01/13/2016,DEN vs. GSW,W,20,5,-1
Tayshaun Prince,MIN,01/13/2016,MIN @ HOU,L,19,6,6
Quincy Acy,SAC,01/13/2016,SAC vs. NOP,L,9,0,-1
Omer Asik,NOP,01/13/2016,NOP @ SAC,W,29,8,-2
Enes Kanter,OKC,01/13/2016,OKC vs. DAL,W,15,4,0
D.J. Augustin,OKC,01/13/2016,OKC vs. DAL,W,8,0,-4
Trey Burke,UTA,01/13/2016,UTA @ POR,L,29,15,-6
Bojan Bogdanovic,BKN,01/13/2016,BKN vs. NYK,W,23,14,-2
Noah Vonleh,POR,01/13/2016,POR vs. UTA,W,19,4,1
Amir Johnson,BOS,01/13/2016,BOS vs. IND,W,29,14,17
Glenn Robinson III,IND,01/13/2016,IND @ BOS,L,13,5,2
Nikola Pekovic,MIN,01/13/2016,MIN @ HOU,L,16,8,4
Tim Hardaway Jr.,ATL,01/13/2016,ATL @ CHA,L,19,3,6
Ryan Anderson,NOP,01/13/2016,NOP @ SAC,W,20,18,15
Nicolas Batum,CHA,01/13/2016,CHA vs. ATL,W,25,6,31
Bradley Beal,WAS,01/13/2016,WAS vs. MIL,W,23,11,-8
Jason Terry,HOU,01/13/2016,HOU vs. MIN,W,26,10,-3
John Henson,MIL,01/13/2016,MIL @ WAS,L,17,4,-5
Nene,WAS,01/13/2016,WAS vs. MIL,W,25,12,15
Brian Roberts,CHA,01/13/2016,CHA vs. ATL,W,6,4,-11
Jonas Jerebko,BOS,01/13/2016,BOS vs. IND,W,13,5,-7
Michael Carter-Williams,MIL,01/13/2016,MIL @ WAS,L,26,4,-1
Khris Middleton,MIL,01/13/2016,MIL @ WAS,L,42,25,4
Dion Waiters,OKC,01/13/2016,OKC vs. DAL,W,25,18,1
Ben McLemore,SAC,01/13/2016,SAC vs. NOP,L,7,2,-5
Avery Bradley,BOS,01/13/2016,BOS vs. IND,W,41,11,19
JaMychal Green,MEM,01/14/2016,MEM vs. DET,W,5,2,2
Manu Ginobili,SAS,01/14/2016,SAS vs. CLE,W,26,10,4
Terrence Ross,TOR,01/14/2016,TOR @ ORL,W,17,2,19
Jimmy Butler,CHI,01/14/2016,CHI @ PHI,W,49,53,11
Anthony Tolliver,DET,01/14/2016,DET @ MEM,L,22,8,-5
Jonathon Simmons,SAS,01/14/2016,SAS vs. CLE,W,9,2,5
Darren Collison,SAC,01/14/2016,SAC @ UTA,W,24,3,-3
Andre Iguodala,GSW,01/14/2016,GSW vs. LAL,W,23,0,6
Marcus Morris,DET,01/14/2016,DET @ MEM,L,40,12,3
Courtney Lee,MEM,01/14/2016,MEM vs. DET,W,29,8,0
Kyrie Irving,CLE,01/14/2016,CLE @ SAS,L,32,16,-7
Trevor Booker,UTA,01/14/2016,UTA vs. SAC,L,17,4,-4
Mario Hezonja,ORL,01/14/2016,ORL vs. TOR,L,14,0,-11
Jeff Green,MEM,01/14/2016,MEM vs. DET,W,27,16,3
Richaun Holmes,PHI,01/14/2016,PHI vs. CHI,L,3,0,-2
Timofey Mozgov,CLE,01/14/2016,CLE @ SAS,L,15,0,-6
Rudy Gobert,UTA,01/14/2016,UTA vs. SAC,L,30,2,1
Victor Oladipo,ORL,01/14/2016,ORL vs. TOR,L,45,27,6
James Johnson,TOR,01/14/2016,TOR @ ORL,W,17,2,-10
Chris Johnson,UTA,01/14/2016,UTA vs. SAC,L,14,0,-3
Richard Jefferson,CLE,01/14/2016,CLE @ SAS,L,11,0,-12
Joakim Noah,CHI,01/14/2016,CHI @ PHI,W,38,6,11
Tim Duncan,SAS,01/14/2016,SAS vs. CLE,W,33,9,3
Kosta Koufos,SAC,01/14/2016,SAC @ UTA,W,15,0,-3
Anthony Brown,LAL,01/14/2016,LAL @ GSW,L,21,0,-7
Joel Anthony,DET,01/14/2016,DET @ MEM,L,1,0,-4
Trey Lyles,UTA,01/14/2016,UTA vs. SAC,L,39,19,-2
Lou Williams,LAL,01/14/2016,LAL @ GSW,L,31,21,-20
Nikola Vucevic,ORL,01/14/2016,ORL vs. TOR,L,39,17,1
Doug McDermott,CHI,01/14/2016,CHI @ PHI,W,33,17,19
Hollis Thompson,PHI,01/14/2016,PHI vs. CHI,L,34,7,7
Marco Belinelli,SAC,01/14/2016,SAC @ UTA,W,21,11,3
Tobias Harris,ORL,01/14/2016,ORL vs. TOR,L,44,16,10
Harrison Barnes,GSW,01/14/2016,GSW vs. LAL,W,29,12,10
Rodney Hood,UTA,01/14/2016,UTA vs. SAC,L,29,15,-4
Elliot Williams,MEM,01/14/2016,MEM vs. DET,W,6,0,-5
JaKarr Sampson,PHI,01/14/2016,PHI vs. CHI,L,25,5,-7
Jason Smith,ORL,01/14/2016,ORL vs. TOR,L,37,16,0
Bismack Biyombo,TOR,01/14/2016,TOR @ ORL,W,21,11,10
Ish Smith,PHI,01/14/2016,PHI vs. CHI,L,36,24,-24
Aron Baynes,DET,01/14/2016,DET @ MEM,L,13,3,-17
E'Twaun Moore,CHI,01/14/2016,CHI @ PHI,W,26,14,15
Evan Fournier,ORL,01/14/2016,ORL vs. TOR,L,34,21,6
Iman Shumpert,CLE,01/14/2016,CLE @ SAS,L,19,7,-13
Jeff Withey,UTA,01/14/2016,UTA vs. SAC,L,4,2,-3
Jonas Valanciunas,TOR,01/14/2016,TOR @ ORL,W,30,13,-2
Matthew Dellavedova,CLE,01/14/2016,CLE @ SAS,L,20,5,-2
DeMar DeRozan,TOR,01/14/2016,TOR @ ORL,W,40,13,-2
Kawhi Leonard,SAS,01/14/2016,SAS vs. CLE,W,40,20,-5
Larry Nance Jr.,LAL,01/14/2016,LAL @ GSW,L,23,4,-3
Brandon Jennings,DET,01/14/2016,DET @ MEM,L,24,10,-7
Taj Gibson,CHI,01/14/2016,CHI @ PHI,W,35,11,5
Jahlil Okafor,PHI,01/14/2016,PHI vs. CHI,L,33,12,9
Tarik Black,LAL,01/14/2016,LAL @ GSW,L,16,6,-11
Jared Cunningham,CLE,01/14/2016,CLE @ SAS,L,0,0,0
Omri Casspi,SAC,01/14/2016,SAC @ UTA,W,26,10,-5
Kyle Anderson,SAS,01/14/2016,SAS vs. CLE,W,5,2,5
Andrew Bogut,GSW,01/14/2016,GSW vs. LAL,W,21,6,11
Brandon Rush,GSW,01/14/2016,GSW vs. LAL,W,20,7,8
Willie Cauley-Stein,SAC,01/14/2016,SAC @ UTA,W,24,9,2
Jordan Clarkson,LAL,01/14/2016,LAL @ GSW,L,36,22,-9
Rudy Gay,SAC,01/14/2016,SAC @ UTA,W,39,24,4
Patty Mills,SAS,01/14/2016,SAS vs. CLE,W,13,6,-3
Tibor Pleiss,UTA,01/14/2016,UTA vs. SAC,L,0,0,0
Kevin Love,CLE,01/14/2016,CLE @ SAS,L,37,10,6
Tony Allen,MEM,01/14/2016,MEM vs. DET,W,32,2,6
Rajon Rondo,SAC,01/14/2016,SAC @ UTA,W,35,6,5
LaMarcus Aldridge,SAS,01/14/2016,SAS vs. CLE,W,29,6,-7
Leandro Barbosa,GSW,01/14/2016,GSW vs. LAL,W,20,15,5
Ersan Ilyasova,DET,01/14/2016,DET @ MEM,L,26,17,3
Boris Diaw,SAS,01/14/2016,SAS vs. CLE,W,10,2,-6
Nikola Mirotic,CHI,01/14/2016,CHI @ PHI,W,24,7,-3
Tony Snell,CHI,01/14/2016,CHI @ PHI,W,11,0,-18
Raul Neto,UTA,01/14/2016,UTA vs. SAC,L,20,13,-10
LeBron James,CLE,01/14/2016,CLE @ SAS,L,37,22,9
Kobe Bryant,LAL,01/14/2016,LAL @ GSW,L,27,8,-11
Kyle Lowry,TOR,01/14/2016,TOR @ ORL,W,47,24,-9
Ian Clark,GSW,01/14/2016,GSW vs. LAL,W,4,6,5
Trey Burke,UTA,01/14/2016,UTA vs. SAC,L,31,17,10
Andrew Nicholson,ORL,01/14/2016,ORL vs. TOR,L,3,0,-12
Carl Landry,PHI,01/14/2016,PHI vs. CHI,L,19,8,12
Tony Parker,SAS,01/14/2016,SAS vs. CLE,W,35,24,7
Gordon Hayward,UTA,01/14/2016,UTA vs. SAC,L,37,21,-3
Kentavious Caldwell-Pope,DET,01/14/2016,DET @ MEM,L,31,9,-3
Luis Scola,TOR,01/14/2016,TOR @ ORL,W,20,11,-7
Tristan Thompson,CLE,01/14/2016,CLE @ SAS,L,35,18,1
Roy Hibbert,LAL,01/14/2016,LAL @ GSW,L,21,4,-6
Ryan Kelly,LAL,01/14/2016,LAL @ GSW,L,7,5,-4
Bobby Portis,CHI,01/14/2016,CHI @ PHI,W,9,0,-18
Robert Covington,PHI,01/14/2016,PHI vs. CHI,L,30,25,-10
Kirk Hinrich,CHI,01/14/2016,CHI @ PHI,W,32,5,14
Cory Joseph,TOR,01/14/2016,TOR @ ORL,W,36,19,13
Joe Ingles,UTA,01/14/2016,UTA vs. SAC,L,17,8,8
Aaron Brooks,CHI,01/14/2016,CHI @ PHI,W,7,2,-16
Stephen Curry,GSW,01/14/2016,GSW vs. LAL,W,30,26,14
T.J. McConnell,PHI,01/14/2016,PHI vs. CHI,L,18,10,18
Reggie Jackson,DET,01/14/2016,DET @ MEM,L,24,12,5
Zach Randolph,MEM,01/14/2016,MEM vs. DET,W,30,13,9
Draymond Green,GSW,01/14/2016,GSW vs. LAL,W,27,7,8
Nik Stauskas,PHI,01/14/2016,PHI vs. CHI,L,39,12,-3
Festus Ezeli,GSW,01/14/2016,GSW vs. LAL,W,20,8,8
JR Smith,CLE,01/14/2016,CLE @ SAS,L,33,17,4
Patrick Patterson,TOR,01/14/2016,TOR @ ORL,W,36,11,5
Stanley Johnson,DET,01/14/2016,DET @ MEM,L,25,19,-4
Isaiah Canaan,PHI,01/14/2016,PHI vs. CHI,L,5,0,-2
DeMarcus Cousins,SAC,01/14/2016,SAC @ UTA,W,39,36,3
Shaun Livingston,GSW,01/14/2016,GSW vs. LAL,W,19,17,5
Elfrid Payton,ORL,01/14/2016,ORL vs. TOR,L,20,4,-12
Andre Drummond,DET,01/14/2016,DET @ MEM,L,34,11,19
Mario Chalmers,MEM,01/14/2016,MEM vs. DET,W,42,25,7
Klay Thompson,GSW,01/14/2016,GSW vs. LAL,W,27,12,10
